default,amount,grade,years,ownership,income,age
1,3200,C,3,RENT,24000,21
0,17300,D,8,MORTGAGE,56400,22
1,10000,B,2,MORTGAGE,68000,23
1,7000,A,23,RENT,58000,27
0,6500,C,11,MORTGAGE,174996,37
1,24000,F,1,RENT,160000,26
1,2500,B,2,MORTGAGE,80000,24
0,7800,B,3,RENT,43000,44
0,15000,B,0,RENT,100000,27
1,25000,F,4,MORTGAGE,61365,23
1,4800,B,0,RENT,65004,29
1,6625,C,2,RENT,28000,21
1,10000,A,2,MORTGAGE,45912,28
0,17500,C,5,MORTGAGE,64700,26
1,1500,C,1,MORTGAGE,90000,23
0,10000,B,18,MORTGAGE,120000,25
1,10000,D,3,RENT,65000,23
1,6000,B,5,MORTGAGE,49580,30
0,4000,C,7,MORTGAGE,80000,23
1,20000,B,1,MORTGAGE,48100,27
1,5000,B,12,MORTGAGE,58000,23
1,15000,B,17,MORTGAGE,88268,23
1,25000,C,0,RENT,106000,37
1,2500,A,2,RENT,36000,22
0,3000,B,8,RENT,50000,26
1,12000,C,7,MORTGAGE,25568,25
0,5600,B,3,RENT,50000,23
1,5000,A,13,MORTGAGE,24000,26
0,7200,B,2,MORTGAGE,53000,31
1,18200,B,14,RENT,42000,22
1,6100,C,,MORTGAGE,23748,30
1,9000,B,2,RENT,35000,23
0,18000,C,11,MORTGAGE,95000,27
1,8400,B,4,RENT,87000,28
0,5000,A,12,RENT,69996,27
1,33000,E,0,MORTGAGE,115000,32
1,14500,C,0,RENT,45000,25
1,25000,B,5,MORTGAGE,49600,23
0,18000,A,17,MORTGAGE,75000,22
0,15000,A,6,MORTGAGE,91224,27
1,20000,C,4,MORTGAGE,120602.4,34
0,15000,A,15,MORTGAGE,87600,34
1,4500,B,2,RENT,39000,24
0,10000,A,10,MORTGAGE,45992,23
0,5000,B,0,RENT,75000,31
1,2000,B,4,RENT,32496,41
0,20000,B,10,MORTGAGE,81600,25
1,7125,B,,MORTGAGE,36648,21
1,5000,C,3,MORTGAGE,64000,28
0,8000,B,0,MORTGAGE,90000,33
1,8000,A,15,RENT,80000,25
0,10000,A,2,RENT,37200,22
1,6600,C,2,RENT,30000,24
1,2500,A,8,RENT,40000,30
0,8400,C,3,RENT,48000,39
1,4375,B,0,RENT,14400,24
0,5000,A,7,MORTGAGE,110000,23
0,2000,B,5,MORTGAGE,50000,27
1,2500,C,2,RENT,40000,22
1,16000,B,2,RENT,96000,24
0,6200,A,5,MORTGAGE,26500,44
1,7000,C,7,RENT,35000,29
0,7000,C,11,RENT,112200,28
1,5000,B,2,RENT,43900,22
0,13125,A,5,MORTGAGE,106358,28
0,16000,B,5,MORTGAGE,41004,26
0,2000,B,2,RENT,30000,25
0,4000,A,5,RENT,78000,33
1,15000,B,8,MORTGAGE,52000,24
0,7000,C,6,MORTGAGE,36000,27
0,14125,A,,OWN,27800,25
0,5000,A,3,MORTGAGE,89000,37
0,6000,A,0,OWN,30000,34
1,6000,D,2,MORTGAGE,34000,24
0,8000,A,2,MORTGAGE,64000,34
0,12000,B,2,RENT,35000,22
0,8000,A,0,RENT,45000,32
0,10000,C,7,MORTGAGE,38400,24
1,7750,E,2,OWN,13920,23
0,10000,A,9,MORTGAGE,50000,26
1,3500,D,20,MORTGAGE,96000,25
0,5000,A,2,MORTGAGE,80000,25
1,6500,D,7,MORTGAGE,130000,26
0,20000,E,6,RENT,135000,34
0,12000,B,1,RENT,95004,31
0,10000,B,2,OWN,50004,24
0,8000,A,16,MORTGAGE,86004,32
1,15075,C,14,RENT,35000,31
1,1750,C,3,OWN,11440,30
0,1500,A,2,RENT,32004,35
0,6000,B,1,RENT,75000,23
0,15000,B,2,MORTGAGE,110004,28
1,10000,D,0,RENT,60000,29
1,8000,B,10,MORTGAGE,49590,24
0,6250,A,3,MORTGAGE,63177,36
0,2400,A,6,MORTGAGE,55000,28
0,10800,B,4,RENT,82600,27
0,7500,A,1,MORTGAGE,60000,51
1,6000,D,6,RENT,77200,39
1,4000,C,11,RENT,39996,29
0,9900,D,3,RENT,61200,36
0,9600,A,7,MORTGAGE,44460,34
0,24000,A,9,MORTGAGE,130104,23
1,11000,C,0,OWN,20400,31
1,8875,B,6,MORTGAGE,40000,27
1,16500,E,9,OWN,96000,26
1,5000,B,6,RENT,304800,53
1,4000,C,,MORTGAGE,62400,31
0,6700,B,3,RENT,25700,33
1,5000,C,9,MORTGAGE,33685,22
0,12000,A,9,RENT,92341,24
0,7500,B,7,RENT,96000,27
0,20000,B,1,MORTGAGE,125000,25
1,18000,C,31,RENT,36720,21
0,10300,B,3,RENT,45000,21
1,2350,C,0,OWN,36000,28
0,4000,A,15,MORTGAGE,55000,23
1,25000,C,12,OWN,93000,23
0,3300,A,2,RENT,28956,22
0,8000,A,7,RENT,48000,41
0,6000,A,4,RENT,18200,22
1,4000,B,0,MORTGAGE,60000,22
0,10000,C,2,MORTGAGE,80496,29
0,4000,C,0,RENT,45000,21
1,12000,D,6,RENT,62496,35
0,14000,A,21,RENT,128165,22
1,12000,D,2,OTHER,95000,44
1,4000,B,1,MORTGAGE,25000,24
1,12000,C,8,RENT,57780,25
0,12600,C,2,MORTGAGE,62400,22
1,15250,B,2,MORTGAGE,52000,24
0,6575,A,0,MORTGAGE,100000,27
0,2600,B,1,RENT,28000,31
1,5000,C,0,RENT,50000,28
1,19750,D,5,MORTGAGE,55000,28
0,20000,B,4,RENT,72000,27
1,5000,C,1,RENT,42000,22
0,10000,B,0,OWN,70000,34
0,4000,A,0,MORTGAGE,95000,25
0,14400,C,2,RENT,42996,22
1,2500,E,1,RENT,38000,25
0,3250,A,0,RENT,35000,22
0,6900,A,0,OWN,40000,24
1,10000,D,5,RENT,72000,30
1,3800,C,14,RENT,60000,36
0,15000,A,4,RENT,60000,24
1,12000,B,20,MORTGAGE,87000,27
0,8400,A,5,MORTGAGE,117014,25
1,7000,C,,RENT,42000,26
1,10000,C,3,MORTGAGE,65000,31
0,8000,B,5,RENT,64000,23
0,5000,A,6,MORTGAGE,140000,30
1,5500,B,5,MORTGAGE,40000,26
1,7000,A,9,RENT,32340,22
1,20000,F,8,MORTGAGE,170000,28
1,8300,A,0,RENT,30000,25
1,7000,E,0,RENT,40000,24
0,6500,B,7,MORTGAGE,48000,22
0,14000,A,31,RENT,66000,26
0,14000,A,6,MORTGAGE,60000,24
0,20000,A,12,RENT,160000,22
1,3250,A,0,RENT,8000,23
1,4750,D,2,RENT,14000,22
0,10000,C,13,MORTGAGE,49600,25
1,12750,D,3,RENT,58000,22
0,6000,B,20,MORTGAGE,77000,31
1,2600,D,,RENT,15000,29
1,8000,D,6,MORTGAGE,46680,37
1,25000,F,3,MORTGAGE,75000,24
0,12000,A,4,RENT,86000,27
1,13000,B,2,RENT,45000,55
0,4200,A,8,MORTGAGE,75000,29
1,3000,D,5,RENT,60000,34
1,3000,C,2,RENT,55000,37
1,10000,B,6,RENT,26000,24
0,14000,A,48,MORTGAGE,58000,29
1,20000,D,2,MORTGAGE,115000,41
1,10000,C,13,MORTGAGE,80000,34
0,4000,C,20,OWN,35000,25
1,14500,B,14,MORTGAGE,64656,24
0,12000,A,11,MORTGAGE,110000,37
1,5000,C,0,RENT,24000,23
0,4400,C,14,RENT,95459,26
0,10000,B,4,OWN,100000,52
0,1500,B,5,RENT,40000,21
0,13000,B,0,RENT,50000,22
1,1200,A,6,MORTGAGE,38304,27
1,15250,E,5,RENT,28080,22
1,6000,A,33,MORTGAGE,42000,24
1,24000,B,1,RENT,120000,24
1,23975,B,18,RENT,49896,24
1,6000,C,1,RENT,36000,22
0,10000,D,3,RENT,80000,29
0,12000,A,10,MORTGAGE,95000,22
1,6400,B,5,RENT,30500,25
1,15000,B,18,MORTGAGE,110000,32
1,12000,A,4,MORTGAGE,35400,26
1,2200,A,8,RENT,17004,29
1,11525,C,0,RENT,30000,43
0,24000,A,3,MORTGAGE,200000,24
1,2800,C,6,MORTGAGE,100843,35
0,30000,D,4,MORTGAGE,68000,27
1,12000,C,8,MORTGAGE,81000,29
1,5000,C,8,MORTGAGE,138996,25
1,2200,B,6,MORTGAGE,18000,30
1,20000,B,3,RENT,85000,26
0,14000,B,0,OTHER,58000,29
1,5000,E,3,RENT,70000,26
1,4000,D,21,RENT,105000,27
1,8000,D,13,MORTGAGE,60000,26
0,6000,A,8,RENT,38000,25
1,4000,B,3,MORTGAGE,75000,27
1,1500,C,1,RENT,9600,30
0,4000,D,27,RENT,45000,23
1,10000,F,4,RENT,45600,30
1,20000,C,16,RENT,85000,33
0,5000,A,8,MORTGAGE,101000,33
1,9000,C,0,RENT,26000,22
1,8000,D,3,OWN,52000,38
1,15000,C,21,RENT,48000,24
0,5000,B,8,RENT,72000,28
0,13600,B,26,RENT,73000,25
1,21000,D,6,MORTGAGE,85000,29
1,5000,C,8,RENT,48000,32
1,10000,B,3,MORTGAGE,170004,25
1,8000,B,1,OWN,24996,23
1,1000,B,17,OWN,45600,23
1,10000,D,3,RENT,45000,22
1,5000,D,8,MORTGAGE,60000,26
1,11000,C,,OWN,34000,38
1,7000,A,3,MORTGAGE,113000,24
1,5000,C,3,RENT,35028,37
0,5500,A,0,RENT,30000,36
1,3000,D,6,RENT,63000,23
0,7000,C,7,MORTGAGE,81996,22
1,5100,C,4,MORTGAGE,70000,31
1,5000,B,7,MORTGAGE,86700,27
0,7000,B,2,MORTGAGE,23500,24
0,7000,A,5,MORTGAGE,74400,50
1,8575,E,0,RENT,27840,29
1,25000,E,3,RENT,60000,25
1,1000,C,20,RENT,30035,25
1,6250,C,1,OWN,29000,28
0,17500,A,3,MORTGAGE,152000,26
1,25000,D,5,RENT,120000,24
1,8000,C,1,RENT,35000,22
1,4000,F,3,RENT,20800,37
1,25000,B,11,OWN,80004,24
0,13200,C,1,MORTGAGE,95000,31
1,15000,C,1,RENT,24000,22
1,6000,C,1,RENT,41600,33
1,1800,C,18,RENT,53544,28
1,15000,D,11,MORTGAGE,108000,33
1,4800,B,1,MORTGAGE,57600,23
1,10000,C,3,RENT,38000,25
1,16000,C,14,MORTGAGE,53000,23
1,5125,A,5,RENT,60000,21
0,21125,C,1,MORTGAGE,176608,28
1,9600,C,19,MORTGAGE,61200,24
1,6000,C,10,RENT,31500,27
1,4500,A,0,OWN,26880,36
1,15000,B,4,RENT,150000,53
0,7000,A,5,RENT,92000,29
1,4800,C,8,MORTGAGE,46525,30
1,27050,D,5,RENT,73200,26
0,4500,C,8,OTHER,140004,25
1,10625,B,0,RENT,30000,26
1,10000,E,12,RENT,100000,25
1,15000,B,6,MORTGAGE,102000,23
1,5000,B,4,RENT,46500,22
1,14000,A,3,MORTGAGE,83000,21
0,5000,A,1,MORTGAGE,225000,28
1,1500,C,2,RENT,38000,22
1,16000,D,4,MORTGAGE,50000,22
0,7000,A,4,MORTGAGE,100000,28
1,15000,F,2,MORTGAGE,78000,29
1,30000,A,5,OWN,125000,31
1,16000,C,3,RENT,45000,27
0,10000,B,13,RENT,96500,29
0,2600,A,3,RENT,100000,25
0,2500,A,7,MORTGAGE,33360,24
1,15000,C,11,RENT,60000,23
1,18000,A,4,RENT,50000,24
0,15000,D,3,RENT,61584,27
0,25000,B,12,MORTGAGE,125000,29
1,20000,B,5,MORTGAGE,94000,25
1,6000,B,0,RENT,30000,48
1,6000,D,5,RENT,171000,28
1,23000,D,6,MORTGAGE,155142,26
0,15000,A,5,RENT,48000,23
0,11625,B,4,MORTGAGE,96000,26
0,8000,B,5,OWN,24000,22
0,10000,B,10,RENT,75000,24
1,16000,C,4,RENT,60000,42
1,13750,C,2,MORTGAGE,46996,37
0,2000,A,3,MORTGAGE,132000,26
1,16000,C,2,MORTGAGE,45000,24
0,3200,C,0,RENT,23040,25
1,10000,A,0,RENT,85000,22
0,5600,A,1,RENT,19800,24
1,12000,C,11,MORTGAGE,61000,22
0,4000,A,5,MORTGAGE,44000,25
0,6000,A,21,MORTGAGE,90000,25
1,12000,C,3,RENT,60000,25
1,6600,B,0,RENT,26240,37
1,4800,A,7,MORTGAGE,102000,30
1,18000,C,5,MORTGAGE,72000,23
0,11600,B,0,RENT,71000,26
1,5000,C,4,RENT,33000,27
0,2400,A,3,MORTGAGE,38769.12,34
0,4500,B,0,RENT,24000,22
1,6200,G,16,MORTGAGE,62900,36
1,14000,B,6,OWN,45760,27
0,12000,A,11,RENT,49268.48,32
0,9000,B,5,RENT,42597,33
1,8400,C,0,RENT,50000,42
1,10000,B,1,OWN,60000,29
0,14000,C,12,RENT,122000,23
1,20000,B,3,MORTGAGE,80400,28
0,3000,B,4,RENT,28000,24
0,15000,C,7,MORTGAGE,38400,24
0,2500,A,0,RENT,22000,23
0,5000,A,20,OWN,66000,22
1,2400,B,8,RENT,43080,22
0,2375,B,3,RENT,60000,32
0,20000,B,9,MORTGAGE,107496,26
1,10000,A,20,RENT,30000,25
0,15000,D,7,RENT,100896,24
0,15000,B,0,MORTGAGE,88000,22
0,5575,A,5,RENT,28800,25
1,15850,B,15,OTHER,78411,30
0,1500,C,0,RENT,30000,27
1,15000,E,0,MORTGAGE,89000,27
1,1000,D,0,RENT,36000,70
0,8000,C,1,RENT,50000,27
1,8875,A,2,RENT,23000,23
0,7000,C,17,RENT,72000,23
0,12650,A,6,RENT,60000,27
1,7000,D,5,MORTGAGE,57000,26
1,6000,D,3,RENT,39000,24
1,13000,C,1,OWN,39689,23
1,5000,A,16,MORTGAGE,70000,24
1,4000,B,10,RENT,48000,24
0,5000,A,1,MORTGAGE,115000,27
1,8025,C,11,MORTGAGE,55000,28
1,20000,B,2,RENT,51000,37
1,1500,B,11,MORTGAGE,58000,36
1,7000,C,3,RENT,33198,24
1,8475,C,13,MORTGAGE,122708,24
0,14400,C,4,RENT,70000,24
0,10000,A,12,MORTGAGE,80000,23
1,9000,B,5,MORTGAGE,35000,22
1,5000,D,0,RENT,50000,38
1,7500,C,31,RENT,38400,22
1,15000,B,5,RENT,50000,22
1,6000,B,2,RENT,30000,22
0,10000,A,11,RENT,60000,37
1,7700,C,6,MORTGAGE,100000,26
1,10000,C,3,MORTGAGE,34000,31
1,12000,D,1,RENT,57840,23
1,13800,C,4,RENT,33036,33
1,4000,D,2,RENT,53000,27
0,6000,B,4,RENT,50650,22
1,24500,D,2,MORTGAGE,120000,29
1,10000,B,0,MORTGAGE,275000,26
0,12000,D,11,MORTGAGE,300000,26
1,25000,D,9,MORTGAGE,175000,52
1,4200,D,8,MORTGAGE,38496,26
1,9800,A,9,MORTGAGE,50000,25
1,24250,B,15,MORTGAGE,77052,20
1,6000,B,0,RENT,25200,25
1,4800,B,5,RENT,50000,25
0,25000,C,2,RENT,49861,28
1,1000,B,0,MORTGAGE,25200,22
0,20000,E,9,OWN,127000,25
0,12000,A,5,RENT,65000,24
0,15000,C,1,RENT,67000,29
1,13000,D,3,RENT,120000,26
0,16000,B,15,MORTGAGE,70000,23
1,4500,C,3,RENT,50000,30
1,9000,C,0,MORTGAGE,39000,26
1,7000,A,5,RENT,42000,33
0,27050,C,4,RENT,60000,66
0,12000,B,8,MORTGAGE,105000,28
0,15000,A,5,RENT,100000,26
1,2500,C,14,RENT,48000,47
1,7000,D,4,RENT,230000,35
1,1600,A,0,RENT,35000,23
1,2000,C,1,MORTGAGE,27600,24
1,11800,C,5,RENT,76000,26
0,2800,C,4,MORTGAGE,25000,21
0,12875,A,4,MORTGAGE,57000,22
1,10000,D,4,RENT,30000,24
0,6500,B,1,MORTGAGE,110000,25
1,20000,B,5,RENT,98652,28
0,1500,A,2,RENT,18700,26
0,35000,A,0,MORTGAGE,144000,35
0,17500,E,3,RENT,44000,28
0,21600,B,15,MORTGAGE,116000,32
1,5000,A,,RENT,32400,29
1,9000,C,2,OWN,33300,23
0,6375,A,4,RENT,44000,25
0,16800,A,4,RENT,97000,26
0,4200,A,11,RENT,93000,27
1,6625,B,3,RENT,24947.3,33
1,10000,A,6,MORTGAGE,50000,26
0,9000,A,0,MORTGAGE,130000,28
0,6000,C,2,MORTGAGE,80000,30
0,4800,A,0,RENT,80000,49
0,6000,A,12,MORTGAGE,45000,31
1,15000,C,9,MORTGAGE,141000,43
1,3500,C,4,RENT,80000,31
0,15000,B,3,RENT,67704,29
1,24000,B,16,MORTGAGE,320000,36
0,3000,B,8,RENT,32796,30
1,2400,E,20,MORTGAGE,150000,34
0,7000,A,4,MORTGAGE,37500,26
1,8000,B,2,RENT,30000,23
1,5000,B,2,RENT,20000,21
0,10000,C,1,RENT,37000,29
1,15000,E,5,MORTGAGE,210000,30
1,1800,B,,MORTGAGE,68400,23
0,6500,A,3,MORTGAGE,44400,23
1,6000,C,31,RENT,72000,26
0,12000,B,3,RENT,100000,41
1,2000,A,,MORTGAGE,26784,21
1,10800,C,4,RENT,46000,30
0,6000,A,12,MORTGAGE,128000,23
1,6000,B,4,MORTGAGE,26400,41
1,4400,B,12,RENT,49000,23
0,3250,A,,OWN,71000,25
1,9000,D,11,RENT,95000,24
0,15000,B,19,RENT,62400,24
1,2500,E,2,RENT,14400,22
1,8725,A,11,MORTGAGE,52000,27
0,3300,A,14,MORTGAGE,35004,48
0,5000,A,11,MORTGAGE,148350,40
0,4500,B,2,RENT,37000,28
0,16000,C,34,MORTGAGE,122000,23
1,6000,C,19,MORTGAGE,39168,25
1,8000,D,5,RENT,75000,24
0,9000,B,5,RENT,51000,31
0,5000,B,4,RENT,34800,41
0,5100,B,14,MORTGAGE,58800,22
0,8000,D,3,RENT,54000,66
0,4000,B,6,RENT,30000,27
0,18000,B,15,MORTGAGE,90000,25
0,4000,A,14,MORTGAGE,120996,37
1,15000,A,9,MORTGAGE,75000,28
0,15000,B,18,MORTGAGE,69000,29
0,6000,B,3,MORTGAGE,106000,31
0,14000,B,20,RENT,62000,23
0,7600,A,13,MORTGAGE,100000,27
0,7000,A,2,RENT,35000,25
1,8000,C,4,RENT,45000,25
0,18000,B,6,OWN,51000,42
0,12000,A,0,RENT,123000,25
0,10000,A,20,MORTGAGE,88000,26
1,23000,B,14,MORTGAGE,89000,32
1,6700,A,,RENT,21600,21
1,4500,D,12,MORTGAGE,21216,21
1,30000,D,4,MORTGAGE,75000,28
1,7500,C,7,RENT,50000,25
1,5600,B,0,RENT,30000,38
0,14400,B,0,MORTGAGE,139992,26
0,5600,A,31,MORTGAGE,35375,23
1,5200,C,0,RENT,35000,23
0,15000,B,5,RENT,42000,29
0,12000,A,3,MORTGAGE,87278,24
0,10000,B,2,MORTGAGE,86004,43
1,7125,A,0,MORTGAGE,30000,21
0,20000,A,6,MORTGAGE,100000,24
1,4000,C,10,MORTGAGE,50400,27
1,12000,D,1,RENT,55000,25
1,6000,B,4,RENT,39684,44
0,5000,B,11,RENT,100000,27
0,7500,D,2,MORTGAGE,71688,21
0,13000,B,2,MORTGAGE,69867,22
1,13650,B,16,MORTGAGE,86000,32
1,4900,D,7,MORTGAGE,65000,22
1,4000,C,18,MORTGAGE,67464,21
1,25000,F,8,MORTGAGE,100000,22
1,1600,A,2,RENT,31000,22
1,10000,B,1,RENT,72500,26
0,11600,B,0,RENT,71000,26
0,8500,A,2,MORTGAGE,50600,31
1,7925,B,2,MORTGAGE,110000,29
0,5000,A,9,MORTGAGE,55000,29
0,6000,B,3,MORTGAGE,61500,27
1,10000,B,13,MORTGAGE,150000,30
1,6000,D,3,RENT,72000,50
0,10000,A,16,MORTGAGE,79992,25
0,4200,B,4,RENT,43200,27
0,9875,A,12,OWN,84000,39
0,6000,B,,MORTGAGE,85000,26
1,12000,D,2,RENT,30000,22
1,2000,C,3,MORTGAGE,27385,32
1,2500,D,11,RENT,70000,22
1,11000,D,,OWN,38400,31
1,5000,C,2,MORTGAGE,68000,29
1,20400,E,2,OWN,57000,28
1,8000,B,0,RENT,26400,27
0,18000,B,11,RENT,102000,31
0,15000,C,1,RENT,83500,29
1,15000,C,2,RENT,36000,22
1,14000,C,2,OWN,48000,27
1,18000,A,11,OWN,59928,23
1,21000,B,12,RENT,53580,33
1,5000,C,4,RENT,33000,27
0,12950,B,0,MORTGAGE,92000,23
1,15000,B,0,MORTGAGE,100000,24
0,25000,B,12,RENT,82000,24
1,7500,F,5,MORTGAGE,79577,40
1,12000,D,8,MORTGAGE,133000,34
0,6000,A,11,MORTGAGE,54000,23
1,1300,A,16,RENT,50000,26
1,15000,C,0,OWN,149616,27
1,3100,B,3,RENT,30892.8,31
1,6475,A,4,RENT,92000,23
1,12000,D,3,OTHER,65000,22
1,2000,E,0,RENT,24000,24
0,12000,A,11,MORTGAGE,60000,23
1,3500,C,7,MORTGAGE,38500,39
1,9600,F,2,RENT,60000,23
1,15000,D,19,MORTGAGE,52320,22
0,20000,B,5,RENT,56000,27
1,12000,D,0,MORTGAGE,60000,27
1,8000,C,3,MORTGAGE,73000,24
0,10000,B,1,RENT,64000,32
1,5900,A,3,MORTGAGE,78644,22
0,8700,A,3,OWN,65000,25
1,3200,C,11,RENT,65000,24
1,12000,B,5,OWN,33009,21
0,18800,B,5,RENT,60000,32
1,2000,A,30,RENT,56000,31
0,25000,B,0,RENT,145000,36
0,15000,C,6,MORTGAGE,48000,29
1,8000,A,3,RENT,27000,24
1,4000,A,21,MORTGAGE,43200,23
0,10500,B,1,RENT,62100,34
0,2000,C,6,MORTGAGE,68000,27
1,4750,D,2,OWN,25920,40
0,21600,B,17,OWN,138000,25
1,15000,C,6,OWN,36960,28
0,3000,A,2,MORTGAGE,45000,39
0,10000,A,2,RENT,33280,23
0,15000,B,4,RENT,40000,26
0,35000,A,11,MORTGAGE,118400,29
0,7000,B,15,RENT,90000,35
1,3000,C,5,RENT,18000,24
1,20000,C,3,RENT,65000,26
1,14000,C,3,RENT,55000,23
0,12000,C,0,RENT,53000,28
1,24000,F,3,RENT,350000,29
1,10000,A,9,MORTGAGE,135000,31
1,8000,D,6,RENT,40000,29
1,14000,C,11,MORTGAGE,78000,24
0,4800,C,,RENT,27000,21
1,10000,A,13,MORTGAGE,90000,26
1,3000,C,3,RENT,100000,26
0,6800,B,0,RENT,77500,24
0,2100,B,9,MORTGAGE,68000,33
0,7000,A,4,MORTGAGE,85000,22
1,11100,B,2,RENT,32244,22
0,17400,A,0,MORTGAGE,160000,32
1,10000,A,0,RENT,31000,23
0,12000,A,6,RENT,54000,24
1,10000,C,,MORTGAGE,36000,24
1,5100,C,1,MORTGAGE,34000,24
1,10000,B,2,MORTGAGE,80000,30
1,16000,E,16,RENT,51000,23
0,5500,C,3,RENT,27996,23
1,4000,D,4,RENT,38400,22
0,10000,B,5,MORTGAGE,87000,24
0,6000,B,41,MORTGAGE,185000,26
0,20000,B,5,OWN,84000,24
0,12000,A,13,MORTGAGE,66000,22
0,4800,B,2,RENT,14400,35
0,13000,D,4,OWN,33800,23
0,3650,B,14,MORTGAGE,105000,22
0,19500,B,1,RENT,90000,24
1,16750,E,6,MORTGAGE,51000,25
1,11200,C,3,RENT,80000,34
0,6000,B,24,MORTGAGE,141000,43
1,20000,C,12,MORTGAGE,115000,28
1,7850,C,2,MORTGAGE,25500,23
0,6500,A,4,MORTGAGE,95000,25
1,5000,A,9,MORTGAGE,75000,23
0,3250,D,4,OWN,25920,24
1,20000,C,2,RENT,82654.6,22
1,13000,B,10,RENT,50000,33
0,5000,C,0,RENT,54996,50
0,10000,A,19,MORTGAGE,100000,24
0,9000,C,6,OWN,55000,36
0,2800,A,0,MORTGAGE,85000,25
0,4800,B,2,RENT,14400,35
0,10400,A,5,OWN,48000,24
1,7000,B,11,MORTGAGE,43200,23
0,12000,C,0,RENT,86004,26
0,5500,A,1,RENT,42312,30
0,24000,B,0,MORTGAGE,268000,41
0,10000,A,0,RENT,18000,24
1,20000,B,5,RENT,65004,23
1,8000,D,6,RENT,45000,28
1,10000,B,0,MORTGAGE,38000,42
1,15200,C,0,RENT,43000,42
0,13000,A,7,RENT,36000,24
0,6000,A,3,RENT,25200,27
1,4500,D,,RENT,50000,22
0,3000,C,0,MORTGAGE,99996,27
1,25000,C,24,MORTGAGE,59000,22
0,9000,A,9,RENT,112440,27
0,28000,D,40,MORTGAGE,105018,24
0,7500,B,5,RENT,65000,29
1,7500,E,7,RENT,48000,22
0,10000,B,15,RENT,60000,25
1,15000,A,12,MORTGAGE,95000,23
0,12000,A,13,OWN,80000,31
0,2500,C,5,RENT,70082.64,24
0,14000,A,13,RENT,148000,24
1,5000,A,1,RENT,60000,22
1,9000,B,7,RENT,35000,22
1,3000,B,3,RENT,34580,31
0,7500,A,10,MORTGAGE,105000,22
1,5000,B,23,RENT,28800,32
1,2400,B,1,RENT,26000,21
0,16000,A,0,RENT,75000,30
0,16725,B,5,MORTGAGE,69638.4,27
1,1500,C,8,RENT,25140,39
1,7000,A,0,RENT,22480,26
1,7500,F,6,MORTGAGE,50000,24
0,1775,A,0,RENT,40000,21
0,10000,A,2,MORTGAGE,48000,34
1,5000,B,18,MORTGAGE,54000,31
1,1700,A,9,MORTGAGE,84000,25
0,9000,A,2,MORTGAGE,160000,25
0,21000,B,14,MORTGAGE,52400,42
1,3000,C,4,RENT,35000,23
0,5000,A,5,OWN,33004,23
1,3000,B,2,RENT,24996,38
1,12000,A,0,RENT,83000,23
1,7500,B,2,RENT,40000,28
1,15000,F,3,MORTGAGE,107000,23
0,5000,B,11,RENT,100000,27
1,11200,C,7,RENT,105000,31
1,22250,B,2,RENT,41000,23
1,4000,B,6,RENT,30000,27
1,15775,B,0,RENT,45000,44
1,2500,D,6,RENT,22708,27
1,5000,C,4,RENT,65000,21
0,15000,B,8,MORTGAGE,185000,30
0,25000,C,3,RENT,60000,28
1,4000,D,20,RENT,52392,25
1,13000,C,2,RENT,60000,28
1,15200,C,7,MORTGAGE,125000,29
0,35000,B,3,MORTGAGE,112800,23
1,4000,B,1,RENT,35000,24
0,17475,A,1,RENT,35000,29
1,25000,F,5,RENT,54000,26
0,9000,A,26,RENT,59520,29
0,6800,B,4,RENT,22704,32
1,16000,C,1,MORTGAGE,110000,24
1,25000,D,25,MORTGAGE,60000,37
1,8550,D,0,RENT,79000,41
1,5325,C,5,RENT,32000,21
1,12000,B,,RENT,47000,25
0,5000,A,1,RENT,100000,24
0,4800,B,6,OTHER,35000,45
0,11500,C,3,MORTGAGE,46300,27
0,12000,A,11,RENT,88000,49
1,10000,A,3,OWN,60000,23
0,12000,B,6,MORTGAGE,70000,25
1,29100,C,11,MORTGAGE,52000,24
0,10000,A,24,OWN,25800,34
0,9000,A,1,MORTGAGE,57248,28
0,15000,C,7,MORTGAGE,70000,28
1,24000,F,4,OWN,600000,42
0,8000,A,8,MORTGAGE,50648,26
1,8000,D,7,RENT,70000,25
0,11500,A,3,MORTGAGE,60000,26
0,16800,C,2,RENT,60000,22
1,5000,F,1,RENT,39000,24
1,9000,E,6,MORTGAGE,70000,26
1,16000,C,3,RENT,80000,29
1,12000,C,4,RENT,50000,29
0,20000,B,1,MORTGAGE,145000,32
1,2000,A,3,MORTGAGE,46800,27
0,12000,A,4,RENT,86000,27
0,6000,A,13,MORTGAGE,39600,23
1,4500,B,16,RENT,60000,23
0,12000,B,13,MORTGAGE,63150,23
1,12000,E,24,RENT,32800,29
0,10775,B,6,RENT,30000,23
1,25000,E,0,OWN,140000,34
1,9000,A,5,RENT,85004,27
0,2150,C,1,RENT,24000,27
0,2100,B,2,MORTGAGE,21403.2,27
1,3200,D,5,RENT,60000,22
0,7200,C,6,RENT,50000,36
1,24250,C,2,RENT,60000,25
1,1000,D,5,MORTGAGE,45727.2,27
0,1000,D,3,RENT,25000,22
0,20000,B,4,RENT,85000,25
0,15000,D,2,RENT,72000,26
0,10000,C,2,RENT,110000,28
0,4000,B,,RENT,25200,25
1,5000,E,3,RENT,43000,24
0,12000,A,8,RENT,70000,31
0,7500,B,0,MORTGAGE,91000,24
0,21000,B,10,MORTGAGE,175000,38
