default,amount,grade,years,ownership,income,age
0,16000,C,8,RENT,55000,22
0,2500,F,0,RENT,65000,39
1,4750,D,2,OWN,25920,40
0,21600,C,0,MORTGAGE,313000,38
0,18500,B,2,MORTGAGE,108000,26
1,16000,D,0,RENT,48000,22
0,10500,B,9,RENT,58000,26
0,10000,B,3,RENT,25000,23
0,13000,D,17,RENT,42000,21
0,10000,A,0,OWN,91000,35
0,10000,B,5,RENT,36000,21
0,6000,C,3,RENT,28000,27
0,1200,D,0,RENT,40000,22
0,5000,A,11,RENT,50000,23
0,10800,C,6,RENT,32000,29
1,1000,A,0,RENT,75000,30
0,9000,D,6,RENT,44482,32
0,11000,B,3,RENT,81600,23
1,5000,A,1,RENT,57600,26
0,8000,A,2,RENT,85000,53
1,5000,A,0,MORTGAGE,90000,31
0,16000,C,18,RENT,89100,23
0,10000,A,0,MORTGAGE,75670,27
0,15000,A,23,RENT,75000,76
1,5000,E,4,RENT,60000,22
0,18000,D,4,MORTGAGE,56000,29
0,1500,B,5,RENT,33000,25
0,7500,A,15,MORTGAGE,62000,36
0,24250,C,16,RENT,168750,26
1,25000,B,0,RENT,2.00E+05,29
1,1000,B,0,MORTGAGE,25200,22
1,3000,B,0,RENT,17400,25
0,5000,A,6,MORTGAGE,53000,27
0,23200,D,0,MORTGAGE,75000,27
0,4900,A,2,RENT,107000,23
0,6000,A,0,MORTGAGE,40000,47
0,10000,C,6,RENT,93000,23
1,19750,G,0,MORTGAGE,125000,23
0,5000,C,0,RENT,90000,41
0,3500,B,3,MORTGAGE,29000,31
0,25000,D,14,MORTGAGE,112000,43
1,3250,A,0,RENT,6000,29
0,15000,B,2,RENT,80000,28
0,16000,B,8,RENT,120000,24
0,5000,B,3,MORTGAGE,50000,30
0,16000,C,14,MORTGAGE,89000,22
0,10000,A,0,RENT,80000,31
0,6000,B,5,RENT,50000,23
0,10000,A,5,RENT,53000,26
0,9500,A,2,RENT,36000,34
0,9800,A,4,RENT,60000,25
0,8500,B,2,MORTGAGE,49000,22
0,7000,A,24,MORTGAGE,54000,22
0,4000,A,4,OWN,133000,24
0,5000,B,7,RENT,85000,34
0,4800,D,17,MORTGAGE,98000,23
0,15250,B,9,RENT,36100,40
0,15000,D,4,RENT,65000,29
0,12000,B,9,RENT,55000,41
0,4000,C,3,RENT,22000,24
0,10000,A,9,MORTGAGE,35360,25
0,17000,B,24,MORTGAGE,46654.4,35
0,8000,C,2,MORTGAGE,60000,36
0,24000,C,14,MORTGAGE,180488.08,25
0,14000,F,0,OWN,31200,27
1,5000,B,2,RENT,43900,22
0,2000,A,1,MORTGAGE,80000,22
0,8000,A,22,MORTGAGE,114400,30
0,5000,A,6,RENT,27972,23
0,10000,C,25,RENT,50000,22
0,4000,D,3,RENT,39000,24
0,9250,A,0,MORTGAGE,66000,27
0,25000,B,11,MORTGAGE,75000,24
0,1200,A,23,MORTGAGE,60000,26
1,4200,D,2,RENT,30000,22
0,6000,B,14,RENT,57016.44,34
0,15250,E,4,OWN,55000,32
0,16000,B,14,RENT,44000,29
0,10000,C,2,RENT,110000,28
0,6400,A,0,MORTGAGE,45600,30
0,2000,B,5,RENT,50000,34
0,15000,C,3,MORTGAGE,44500,22
0,11000,B,6,MORTGAGE,102368,33
0,8700,D,4,RENT,28320,28
0,15000,C,3,RENT,32240,22
0,1200,C,9,MORTGAGE,74000,26
0,4400,C,3,RENT,20064,29
0,3200,D,0,RENT,77000,28
0,3400,A,2,MORTGAGE,40000,24
1,24250,D,0,RENT,120000,29
1,6400,C,9,RENT,70775,28
0,6000,A,7,OWN,43000,22
0,10000,B,6,RENT,49920,22
0,20000,B,2,RENT,55000,32
0,8650,A,4,RENT,30000,27
0,3000,A,2,MORTGAGE,38500,23
0,12000,C,3,RENT,60000,25
0,6000,A,4,MORTGAGE,41000,22
0,21000,B,6,MORTGAGE,57564,22
0,8000,B,25,RENT,55000,27
0,10200,A,1,RENT,85000,23
0,4000,C,1,RENT,21300,30
1,8000,D,4,RENT,62400,24
0,12000,C,2,RENT,50400,45
0,3500,C,1,RENT,74000,23
0,5000,A,2,RENT,63000,22
0,8400,B,5,RENT,140000,26
0,11500,C,6,MORTGAGE,65000,38
1,5000,C,0,MORTGAGE,52800,26
0,6000,B,8,MORTGAGE,9.00E+05,36
0,11000,D,6,RENT,55000,31
0,8000,B,2,RENT,13500,27
1,9500,D,4,MORTGAGE,36000,23
0,6000,A,7,RENT,42000,22
0,2500,A,7,MORTGAGE,53000,22
0,7750,C,0,RENT,26400,34
0,25000,D,2,MORTGAGE,142000,40
1,8000,C,1,MORTGAGE,84000,23
1,7750,B,0,MORTGAGE,23868,38
0,23000,F,0,MORTGAGE,135000,27
0,4500,D,8,OWN,50000,27
0,17500,B,12,MORTGAGE,48000,44
0,11000,B,2,RENT,41000,22
0,9250,B,0,RENT,28000,30
1,10000,C,0,RENT,52500,23
0,10000,B,4,MORTGAGE,62000,23
0,4000,A,7,RENT,50000,22
0,20000,D,3,MORTGAGE,160000,24
0,5200,B,5,RENT,26000,21
0,6250,D,4,RENT,29640,31
0,20000,C,7,OWN,61000,45
0,12000,B,5,RENT,123000,33
0,1000,B,0,MORTGAGE,36000,44
0,1000,C,2,RENT,7000,24
0,6000,A,9,RENT,35392.32,25
0,18000,C,7,RENT,44000,22
0,5000,D,6,RENT,116300,24
0,6400,C,2,RENT,30000,29
0,12000,B,1,RENT,51500,40
0,3750,D,3,RENT,21000,23
0,9000,D,11,RENT,88115,30
0,10000,B,8,OWN,68000,31
1,12000,B,15,MORTGAGE,75000,41
0,11500,D,2,RENT,34500,21
0,2400,C,6,RENT,47652,34
0,16000,C,3,OWN,60000,25
0,7500,C,9,MORTGAGE,73000,23
0,12500,A,0,OWN,31000,31
0,6500,A,1,RENT,67000,33
0,5000,A,2,MORTGAGE,80000,29
0,3000,C,3,RENT,27600,28
0,5000,D,0,RENT,41280,25
0,3500,A,0,RENT,42756,35
0,12000,A,6,MORTGAGE,95000,30
0,12000,A,3,RENT,62500,28
0,17000,E,10,MORTGAGE,97243.52,55
0,11500,B,2,OWN,145000,24
0,6000,D,6,RENT,50000,33
0,9475,B,0,RENT,75000,27
0,7000,A,8,MORTGAGE,50000,28
0,14400,A,17,RENT,38000,31
0,7500,C,0,RENT,50663,22
1,6000,D,0,RENT,30000,26
0,13000,A,0,RENT,90000,24
0,10000,B,0,MORTGAGE,34000,24
1,5000,B,2,OWN,88900,26
0,10000,A,3,MORTGAGE,75600,22
0,6250,B,2,MORTGAGE,37400,36
0,4800,A,6,MORTGAGE,87000,29
0,8400,D,2,RENT,55600,27
0,12000,A,2,OWN,84400,21
0,22000,G,0,OWN,135000,28
0,2500,C,1,OWN,65000,28
0,20000,D,1,RENT,60000,25
0,3600,C,0,MORTGAGE,75996,40
0,2000,D,3,MORTGAGE,34800,31
0,10500,C,13,MORTGAGE,50000,22
0,7000,A,0,MORTGAGE,40224,26
1,8400,C,0,RENT,50000,42
0,4000,C,0,RENT,17500,21
1,7500,B,2,RENT,36320,26
0,7750,D,0,MORTGAGE,128000,43
1,5000,B,0,RENT,16320,22
0,5500,A,0,OWN,80000,24
0,4800,D,9,MORTGAGE,56000,28
0,2100,B,9,MORTGAGE,68000,33
0,9000,B,0,MORTGAGE,72000,24
0,8000,D,4,RENT,25000,36
0,8000,A,8,RENT,28000,23
0,6000,C,2,RENT,34000,36
0,15600,E,4,MORTGAGE,92000,23
0,12000,C,20,OWN,110000,30
0,12500,B,0,MORTGAGE,55000,26
1,1200,C,0,RENT,4800,22
0,6000,A,3,RENT,30000,21
0,6000,C,3,RENT,58000,24
0,1000,C,0,RENT,45000,23
0,25000,D,3,MORTGAGE,71328,25
0,8500,C,2,RENT,20000,35
0,15750,E,0,OWN,48000,23
0,2500,A,14,MORTGAGE,49600,24
1,6500,C,1,RENT,40000,22
0,12000,B,0,MORTGAGE,2.00E+05,25
0,18250,E,22,RENT,56000,22
0,15000,D,5,MORTGAGE,112000,24
0,5500,C,13,MORTGAGE,80160,44
0,7000,D,4,RENT,42000,43
0,8400,C,6,RENT,50000,25
0,9700,B,13,RENT,70000,21
0,15000,B,0,MORTGAGE,88000,22
0,12000,B,4,RENT,40000,22
0,6000,C,24,OWN,69996,30
0,6000,B,1,RENT,48000,43
0,20000,E,0,MORTGAGE,120000,25
0,21000,C,3,RENT,85000,26
0,24150,D,1,RENT,120000,22
0,19000,D,1,MORTGAGE,88200,22
0,3000,A,3,RENT,40000,27
0,13000,D,4,OWN,33800,23
0,4750,B,12,RENT,19200,34
0,15000,C,0,OWN,30000,26
0,9600,C,5,RENT,73000,24
0,25000,C,5,MORTGAGE,9.00E+05,37
0,14400,A,5,RENT,68000,34
0,1800,A,0,MORTGAGE,74000,32
0,10000,B,7,RENT,32647.6,22
0,24000,B,9,OWN,60000,35
0,2100,B,0,OWN,14400,22
0,15000,B,6,RENT,45600,34
0,6600,A,9,MORTGAGE,1362000,47
0,6500,D,0,RENT,20000,27
0,2500,C,0,RENT,42000,22
0,16000,B,0,MORTGAGE,204000,34
0,24250,B,15,OWN,70000,24
0,9700,A,4,RENT,71000,29
0,12000,B,0,RENT,30000,24
0,3075,B,4,OWN,25000,31
0,12000,D,2,RENT,40046,30
0,19000,C,6,RENT,96000,26
0,6000,D,1,RENT,35916,22
0,4000,D,3,MORTGAGE,55000,37
0,18000,E,9,MORTGAGE,85000,31
0,9600,C,2,RENT,50000,23
0,7600,A,5,OWN,75000,23
1,25000,F,9,MORTGAGE,148000,24
1,15000,C,0,RENT,81000,23
0,19000,B,10,MORTGAGE,34000,23
1,14800,D,8,MORTGAGE,60000,29
0,9600,B,4,RENT,58327,29
0,20000,D,1,RENT,38900,23
0,7725,A,0,RENT,48000,30
0,8000,C,0,RENT,16000,24
0,14000,A,16,MORTGAGE,77000,24
0,12000,A,6,RENT,32000,26
0,16000,E,1,RENT,50000,22
1,4500,B,0,RENT,32000,31
1,9000,A,1,RENT,55029,23
0,10000,C,0,RENT,62400,23
1,2725,B,3,RENT,50000,33
1,8000,D,0,RENT,115000,28
0,9000,C,1,RENT,85000,24
0,1600,C,0,RENT,25200,26
0,2600,B,2,RENT,40792,35
0,5000,A,8,RENT,16800,40
0,12000,B,6,RENT,70000,25
0,20000,D,0,RENT,54000,23
0,15000,B,4,MORTGAGE,175500,24
0,2500,B,0,RENT,17352,25
0,3200,B,1,RENT,42000,41
0,10000,A,3,MORTGAGE,63000,22
0,4000,B,3,OWN,44000,47
0,8000,D,0,RENT,41000,26
1,25000,C,0,OWN,86500,31
1,24250,D,2,RENT,136000,31
0,20000,E,7,RENT,112000,25
0,1800,B,3,RENT,58000,22
0,5000,E,1,RENT,45000,38
0,15250,D,7,RENT,59000,24
0,17000,B,6,RENT,55000,30
1,19975,C,9,RENT,125000,28
0,15000,B,4,MORTGAGE,108600,24
0,6000,A,3,RENT,30000,26
0,9000,B,23,OWN,110000,32
0,1800,A,2,RENT,24000,31
0,4750,B,1,OWN,12996,22
0,24150,D,18,MORTGAGE,103500,30
0,6400,B,12,RENT,21120,42
0,3500,D,1,RENT,12000,22
0,8000,B,5,RENT,44000,39
0,3500,A,1,RENT,35000,27
0,3500,B,4,RENT,43000,38
0,25000,D,1,MORTGAGE,110000,22
0,2100,E,1,RENT,34560,22
1,8000,C,1,OWN,30000,47
0,15000,B,3,OWN,32000,24
0,25000,B,16,MORTGAGE,348000,32
0,15250,B,9,MORTGAGE,109000,24
0,14000,C,7,OWN,58000,31
0,10000,A,1,MORTGAGE,56000,23
0,3000,A,3,MORTGAGE,84996,25
0,6800,C,13,RENT,77182,22
1,13000,C,12,RENT,24000,21
1,14975,B,2,RENT,30000,34
0,11975,B,1,RENT,42000,27
0,9000,B,7,RENT,50000,23
0,5000,B,8,RENT,40000,37
0,13000,B,4,RENT,75000,25
0,11000,D,13,RENT,33600,23
0,10000,C,9,MORTGAGE,82000,22
0,25000,C,4,RENT,56000,26
0,3000,A,3,RENT,32000,25
0,5000,C,3,RENT,30000,21
0,14000,C,3,RENT,48300,38
0,6000,B,9,OWN,50500,22
0,4000,C,3,RENT,24543.84,55
0,9200,A,1,MORTGAGE,68000,40
0,22000,E,12,MORTGAGE,64800,50
0,10000,C,1,RENT,68000,25
0,2000,C,6,RENT,50252,23
0,13000,A,9,RENT,52128,22
1,6000,B,1,MORTGAGE,34980,25
1,12000,D,12,MORTGAGE,54000,22
0,5000,A,6,MORTGAGE,2.00E+05,27
0,6000,B,3,MORTGAGE,59000,27
0,15000,D,2,RENT,67000,29
0,20000,B,4,RENT,70000,27
0,1600,B,4,RENT,68000,29
0,15000,A,8,MORTGAGE,101000,28
0,7500,D,1,OWN,33000,28
0,11200,D,11,OWN,51300,22
0,12000,A,7,MORTGAGE,30000,23
0,12000,B,5,OWN,51750,30
0,19950,D,3,MORTGAGE,73580,27
0,11000,B,7,MORTGAGE,88000,25
0,1500,C,1,RENT,50000,24
0,4000,B,1,MORTGAGE,18000,25
0,4000,A,1,MORTGAGE,45000,27
0,21000,C,1,MORTGAGE,61000,22
0,4800,B,1,RENT,13440,22
0,15000,B,3,RENT,190000,30
0,14000,B,3,RENT,42900,28
0,15000,B,9,MORTGAGE,75000,36
0,3600,A,1,RENT,60000,30
0,19000,B,5,RENT,54586,23
0,15000,B,1,OWN,62000,32
1,4000,C,1,RENT,26000,23
0,3600,A,2,RENT,35000,29
0,7500,B,19,RENT,30000,21
0,6400,A,5,MORTGAGE,61193.6,24
0,18250,D,2,RENT,42996,22
0,14500,A,11,RENT,1.00E+05,26
0,6250,C,1,RENT,27311,24
0,25000,D,3,MORTGAGE,112000,29
0,10000,A,18,MORTGAGE,88500,26
0,7000,A,8,MORTGAGE,79618,22
1,9250,A,1,RENT,24000,22
0,13200,B,1,MORTGAGE,66000,23
0,20000,B,12,OWN,67000,32
0,7000,B,1,OWN,96000,21
0,2000,D,1,RENT,24000,24
0,7000,F,3,RENT,60000,27
0,12000,G,7,MORTGAGE,75000,34
0,10000,A,0,MORTGAGE,2.00E+05,30
1,25000,C,4,RENT,94800,45
0,7000,E,1,OWN,31200,27
0,5000,A,16,OWN,67068.42,27
0,5000,A,3,MORTGAGE,50000,28
0,20000,B,5,RENT,51000,22
0,5000,A,6,RENT,72000,24
1,15000,D,21,MORTGAGE,88800,25
0,18000,B,3,MORTGAGE,40000,43
0,18000,B,5,RENT,85000,40
0,11000,D,37,RENT,45000,26
1,11000,A,22,RENT,21000,31
0,10200,C,18,MORTGAGE,60000,25
0,19750,B,6,RENT,30000,23
0,2500,E,12,MORTGAGE,146000,31
0,12000,B,0,OWN,23004,36
0,11200,D,5,OWN,235000,31
0,10000,C,4,OWN,60000,23
1,10000,D,3,MORTGAGE,40000,24
0,13000,C,6,RENT,29000,28
0,10000,A,1,RENT,48000,26
0,25000,D,1,MORTGAGE,123917.64,26
0,20000,C,1,MORTGAGE,82000,26
0,10000,C,3,RENT,110000,33
0,11000,D,4,RENT,50000,26
0,5000,A,20,MORTGAGE,75000,22
0,7200,B,1,RENT,111000,26
0,15000,G,16,RENT,43680,24
0,6000,C,16,RENT,89772,24
0,3600,A,0,RENT,110000,23
0,18000,A,5,MORTGAGE,120000,22
0,12500,C,1,RENT,41000,23
0,5500,C,1,MORTGAGE,36789.24,27
0,3100,A,1,MORTGAGE,80000,28
0,15000,C,4,RENT,54000,40
0,2000,C,4,OWN,36000,40
0,25000,B,4,RENT,66000,29
0,8000,C,2,RENT,37500,23
0,1500,B,5,RENT,40000,21
1,5000,F,1,RENT,35000,23
0,1000,C,20,RENT,30035,25
0,11000,A,12,RENT,27000,23
0,1600,D,1,OWN,6000,21
0,4000,B,3,MORTGAGE,60000,24
0,5000,C,7,RENT,43200,23
1,1500,B,1,RENT,10800,30
0,2400,C,1,RENT,37800,21
1,10000,D,1,MORTGAGE,60000,22
0,4800,A,3,MORTGAGE,110000,27
0,4000,A,16,MORTGAGE,70000,34
1,7000,C,7,OWN,60000,49
0,8000,B,3,OWN,175000,24
0,3000,B,4,MORTGAGE,51480,22
0,10000,A,24,OWN,25800,34
0,21000,C,1,MORTGAGE,70224,25
0,10000,B,4,RENT,68500,29
0,8400,C,7,OWN,90000,28
0,15000,B,8,MORTGAGE,101500,46
1,5000,C,1,RENT,40000,28
0,24250,B,1,RENT,118320,31
0,6000,B,1,RENT,47928,24
0,1500,A,1,MORTGAGE,20000,26
0,8000,B,3,OWN,41200,21
0,3425,B,1,MORTGAGE,77078.47,25
0,10000,A,1,RENT,36000,43
0,3000,D,4,OWN,30000,32
0,14000,B,3,RENT,55000,29
0,24000,D,0,RENT,150000,31
1,25000,B,3,MORTGAGE,117000,22
0,6500,C,3,MORTGAGE,46800,27
0,14400,A,7,MORTGAGE,73000,24
0,24000,B,8,MORTGAGE,63324,31
0,13400,B,8,RENT,35000,24
0,4750,C,5,RENT,27840,28
0,8400,B,6,MORTGAGE,35000,23
0,10000,A,0,RENT,25000,22
0,5000,A,3,OWN,40000,27
0,7500,D,1,RENT,49000,22
0,7000,A,15,OWN,149385,23
0,4800,D,3,RENT,55000,25
0,7000,A,3,RENT,67000,25
1,4000,C,1,RENT,28800,29
0,4900,C,1,RENT,74000,24
1,5000,A,26,MORTGAGE,88000,28
0,6000,D,5,RENT,36000,24
0,3200,C,3,RENT,24000,21
0,14400,B,1,RENT,61000,25
0,7500,D,21,MORTGAGE,120000,30
0,20000,G,4,RENT,65000,29
1,2500,B,7,OWN,15360,22
0,5500,D,7,MORTGAGE,52000,30
0,1750,B,2,RENT,22000,26
0,15000,B,3,RENT,47000,23
0,17000,B,4,RENT,33852,33
0,7925,A,1,MORTGAGE,720000,52
0,6000,C,2,RENT,38000,22
0,15000,C,5,MORTGAGE,75000,32
1,10000,B,7,RENT,30000,22
0,6400,A,0,OWN,29120,23
0,6500,A,16,MORTGAGE,86044,43
0,16000,D,1,MORTGAGE,171200,31
1,25000,D,1,RENT,125000,29
0,14400,C,3,RENT,36000,23
0,24250,E,10,RENT,126000,29
1,24250,D,18,RENT,104000,39
0,4400,A,1,MORTGAGE,85000,24
0,1500,C,11,RENT,35400,41
0,12800,D,5,RENT,40000,23
0,13750,F,25,MORTGAGE,56000,23
0,4100,C,3,RENT,30000,22
0,8150,C,6,RENT,56000,26
0,6000,B,10,MORTGAGE,60380,31
1,12000,B,5,OWN,33009,21
0,7500,A,1,RENT,50000,22
0,20000,B,7,MORTGAGE,62400,32
1,6000,D,14,MORTGAGE,53360.32,26
0,12000,B,2,RENT,90000,25
0,14000,D,5,MORTGAGE,480000,34
1,3000,B,4,MORTGAGE,90000,25
0,25000,C,1,RENT,52000,23
0,17500,C,1,RENT,58100,33
0,6000,C,7,MORTGAGE,41000,43
0,10000,B,1,RENT,75000,26
0,10000,A,1,OWN,38000,34
0,14000,A,8,MORTGAGE,49000,21
0,5500,A,1,RENT,40000,30
1,25000,B,15,MORTGAGE,235800,30
0,11000,B,9,MORTGAGE,80500,26
0,21600,C,2,OWN,95000,41
1,1750,D,2,OWN,15000,25
0,2000,A,2,MORTGAGE,26000,22
0,12200,B,4,OWN,28000,25
0,13000,C,3,OWN,67000,24
0,5000,A,1,OWN,20000,31
0,6000,C,1,RENT,36400,38
0,2000,B,1,RENT,38000,24
0,5000,A,1,RENT,32000,24
0,24250,D,1,RENT,71935,26
0,6000,D,5,MORTGAGE,50000,40
1,4000,B,1,RENT,30000,26
0,5000,A,1,RENT,15000,28
0,2800,D,4,RENT,56000,22
0,3000,B,9,OWN,33600,21
0,13050,B,2,RENT,63000,40
0,1400,A,1,RENT,40000,26
0,5000,B,59,OWN,35000,22
0,15000,A,0,MORTGAGE,130920,22
0,3000,B,1,RENT,360000,39
0,16000,D,6,RENT,39000,25
0,3000,B,9,RENT,56400,27
0,4200,B,9,RENT,71000,27
0,6000,A,0,RENT,80000,40
0,9800,B,2,RENT,38400,30
1,10000,A,0,MORTGAGE,86807,46
0,9000,B,10,RENT,36000,38
0,5000,B,5,RENT,50000,30
0,12000,C,8,RENT,57720,23
0,12000,C,1,RENT,50000,23
0,2400,B,3,RENT,45000,22
0,5125,A,1,MORTGAGE,78000,27
1,11525,C,0,RENT,30000,43
0,24250,B,1,RENT,2.00E+05,28
0,15900,C,12,MORTGAGE,69000,25
1,18000,E,1,MORTGAGE,74900,28
0,12000,C,19,RENT,99000,31
0,13000,D,5,MORTGAGE,34977,22
0,16000,E,0,MORTGAGE,98000,31
0,23500,C,4,RENT,64000,39
0,18000,D,9,MORTGAGE,65000,29
0,25000,D,2,MORTGAGE,53000,27
1,2500,C,1,RENT,36000,31
0,5000,B,5,RENT,59317,22
0,25000,B,1,RENT,50000,23
0,7000,A,1,RENT,36000,26
0,10000,F,0,MORTGAGE,89400,32
0,7500,B,9,RENT,780000,37
0,20000,E,1,MORTGAGE,103000,23
0,9600,C,1,MORTGAGE,62500,23
1,10000,C,1,OWN,72000,29
0,15000,C,1,RENT,40000,24
0,4000,C,1,RENT,65000,33
0,4400,B,0,MORTGAGE,48000,24
0,10750,B,1,MORTGAGE,28000,22
1,9000,A,9,RENT,42140,21
0,4800,A,0,MORTGAGE,27040,39
0,6000,D,2,RENT,65000,24
0,20000,B,2,OWN,73500,44
0,7500,B,9,RENT,57000,34
0,24250,B,20,RENT,144600,30
1,4000,D,1,RENT,54996,27
0,8000,B,5,RENT,47004,37
0,6000,C,1,RENT,47000,25
0,5000,B,0,RENT,32400,23
0,8000,E,15,MORTGAGE,72400,25
1,5000,A,2,RENT,25000,24
0,16000,C,8,RENT,38000,25
0,10000,A,2,MORTGAGE,69000,28
1,6000,E,4,RENT,91650,24
0,6000,B,1,RENT,52000,34
1,19900,B,9,RENT,64000,25
0,6000,B,0,OWN,40000,22
0,8000,D,0,RENT,46000,27
0,5000,B,8,RENT,71015.04,43
0,10000,A,1,MORTGAGE,65000,24
0,15000,B,7,MORTGAGE,70000,23
0,16750,C,7,MORTGAGE,48000,26
0,5000,C,5,RENT,81996,28
1,10750,B,2,MORTGAGE,53000,25
0,20000,B,1,RENT,57492,33
0,7500,B,3,RENT,80000,27
0,2000,C,13,RENT,99996,21
0,12000,A,15,MORTGAGE,70000,26
0,10000,B,2,RENT,36000,22
1,8000,C,3,RENT,39100,39
0,12800,C,0,RENT,70000,28
0,7000,D,0,OTHER,42500,21
0,20000,B,5,RENT,72000,24
0,20000,C,17,RENT,84996,28
0,4200,D,1,RENT,76000,34
0,18000,C,2,RENT,63000,23
0,7000,F,7,MORTGAGE,62400,40
1,16000,C,4,RENT,60000,42
0,3000,D,18,MORTGAGE,40000,24
0,24250,D,17,RENT,111996,25
0,5000,A,0,RENT,18000,23
0,4000,B,2,RENT,20004,26
0,7000,E,0,RENT,72348,23
1,1325,C,2,RENT,26000,24
0,10000,B,1,RENT,33276,21
1,19000,E,17,RENT,53500,26
0,24000,B,16,RENT,55059.49,39
0,6500,B,0,MORTGAGE,68500,26
0,5000,D,25,MORTGAGE,77004,24
0,20000,B,3,MORTGAGE,78000,33
1,12000,D,2,MORTGAGE,72000,26
0,10000,B,3,MORTGAGE,37440,40
0,4500,C,4,RENT,30555,35
0,8000,C,2,RENT,30000,30
0,3000,B,2,MORTGAGE,41000,22
0,15000,A,14,MORTGAGE,60000,28
0,6000,B,17,RENT,32000,29
0,10000,C,3,RENT,35000,23
0,19000,E,28,MORTGAGE,112921,27
0,12000,A,1,MORTGAGE,110000,28
0,15000,B,0,RENT,44531.76,39
0,4000,B,1,MORTGAGE,40000,23
0,25000,D,13,MORTGAGE,70000,22
0,20000,B,14,MORTGAGE,180000,30
0,8000,C,2,RENT,84996,22
0,15000,B,6,MORTGAGE,80000,26
1,23975,B,18,RENT,49896,24
0,8500,A,21,MORTGAGE,42048,23
0,12000,B,12,RENT,75000,23
0,8000,B,9,RENT,70000,29
1,1750,A,0,RENT,9600,21
0,15000,C,0,RENT,102000,46
0,18000,C,8,RENT,65000,25
0,6000,A,17,MORTGAGE,104525,27
0,6800,A,8,MORTGAGE,73000,31
0,10000,B,10,RENT,56004,23
0,24000,C,1,RENT,80000,35
0,8500,B,7,MORTGAGE,80000,23
1,20000,C,4,MORTGAGE,7.00E+05,44
0,9000,A,6,RENT,37000,27
0,9000,A,3,MORTGAGE,119000,26
1,20000,B,4,RENT,78000,23
0,12000,C,19,MORTGAGE,90000,28
0,9500,A,2,MORTGAGE,119700,30
0,10000,B,16,OWN,31200,24
1,25000,D,12,MORTGAGE,153000,41
0,4000,A,0,RENT,8000,31
1,12000,C,7,RENT,70000,22
0,15000,A,2,OWN,78000,27
0,25000,E,13,RENT,80004,23
0,15000,D,3,RENT,55000,22
0,13500,C,27,RENT,77508,26
0,10000,B,5,RENT,60000,21
0,10000,B,9,MORTGAGE,64000,24
0,15000,C,0,MORTGAGE,35000,31
0,10000,F,1,MORTGAGE,78300,29
0,6000,C,8,OWN,48000,23
0,16000,C,0,RENT,60000,38
0,4800,C,5,RENT,66000,33
0,10000,B,4,RENT,69204,34
1,25000,B,4,MORTGAGE,80000,23
0,10000,A,15,MORTGAGE,90000,27
1,22750,D,3,MORTGAGE,60000,22
0,1200,A,1,OWN,24000,31
0,16000,B,10,MORTGAGE,53000,25
0,15000,A,4,MORTGAGE,90000,27
0,15000,B,14,RENT,110000,23
1,5000,C,8,MORTGAGE,29664,21
0,5000,D,0,RENT,50000,38
0,8000,D,4,RENT,120000,23
0,12000,B,0,RENT,30000,25
0,12000,D,4,RENT,68496,22
0,16750,A,8,MORTGAGE,45000,27
0,7000,C,19,OWN,39996,26
0,6250,C,2,MORTGAGE,50004,32
0,2400,B,2,RENT,49800,23
1,15000,E,5,MORTGAGE,210000,30
0,14400,B,9,MORTGAGE,95000,23
0,6000,A,7,MORTGAGE,24000,30
0,20000,B,4,MORTGAGE,74000,23
0,8000,B,2,MORTGAGE,85000,26
0,2700,A,13,MORTGAGE,99900,26
0,5000,D,10,MORTGAGE,60000,22
1,19200,C,9,RENT,80000,37
0,3000,A,11,RENT,88000,37
0,10000,D,2,RENT,36000,23
1,5000,D,3,RENT,24996,22
0,7000,C,1,RENT,28000,30
0,20000,C,2,RENT,75000,22
0,3000,A,4,RENT,14000,23
0,11000,B,10,MORTGAGE,135000,29
0,2000,A,1,MORTGAGE,75000,24
0,9000,C,0,RENT,30000,35
0,2500,E,5,RENT,50000,31
1,2500,B,4,RENT,70000,24
0,12000,B,8,MORTGAGE,62851,28
0,2000,A,4,MORTGAGE,28880,22
1,12500,C,0,RENT,38000,24
1,5000,B,0,MORTGAGE,55000,24
0,1200,C,2,RENT,22884,32
0,3000,A,2,RENT,40000,27
0,8000,C,12,RENT,41579,25
0,3000,A,0,RENT,25000,30
0,4000,B,3,MORTGAGE,45000,22
1,2650,A,19,RENT,10000,31
0,16000,A,19,RENT,55000,21
0,8000,D,7,MORTGAGE,70000,27
0,15000,A,21,MORTGAGE,72000,28
0,10200,C,9,RENT,55000,48
0,5000,D,5,MORTGAGE,110000,31
1,24000,B,29,MORTGAGE,90000,28
0,4000,A,3,MORTGAGE,45000,25
0,5500,D,5,RENT,43000,23
0,7000,A,2,RENT,35000,25
0,4900,A,5,RENT,50000,21
1,20000,E,14,MORTGAGE,2.00E+05,26
0,5600,D,1,MORTGAGE,130000,28
0,7000,C,2,RENT,22880,25
0,5300,B,3,MORTGAGE,1.00E+05,28
0,4900,C,26,RENT,64000,29
0,15200,E,9,MORTGAGE,42000,27
0,18000,D,0,MORTGAGE,102000,21
0,11000,C,9,MORTGAGE,124000,22
0,10000,A,22,MORTGAGE,81400,29
0,20500,D,0,RENT,60000,35
0,13750,D,1,RENT,27036,43
0,15000,A,19,OWN,102000,23
0,12500,C,4,MORTGAGE,33000,22
0,9250,A,2,RENT,24996,25
0,4000,A,7,MORTGAGE,52700,26
1,3600,B,6,RENT,48492,22
