still_in_beta,bugs_solved_3_months,bugs_solved_6_months,bugs_solved_9_months,num_test_accounts_internal,time_needed_to_ship,num_test_accounts_external,min_installations_per_account,num_prod_installations,ready_for_enterprise,perf_dev_index,perf_qa_index,sev1_issues_outstanding,potential_prod_issue,ready_for_startups,ready_for_smb,sales_Q1,sales_Q2,sales_Q3,sales_Q4,saas_offering_available,customer_bought
Yes,0.0,0.0,0.0,0.0,4.0,0.0,1.0,80.0,No,0.58,0.56,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,19.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,2.0,6.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,No,0.94,0.91,0.0,No,Yes,No,1.0,1.0,1.0,2.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,3.0,80.0,No,-99.0,-99.0,0.0,No,Yes,No,0.0,1.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,2.0,40.0,No,-99.0,-99.0,0.0,No,No,No,2.0,5.0,8.0,10.0,Yes,No
No,10.0,10.0,10.0,0.0,8.0,0.0,0.0,3.0,No,0.99,0.99,0.0,No,Yes,No,0.0,1.0,2.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.73,0.62,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,19.0,No,0.75,0.65,0.0,No,No,No,1.0,5.0,17.0,23.0,Yes,No
No,0.0,1.0,3.0,1.0,4.0,0.0,2.0,19.0,No,0.78,0.73,0.0,No,No,No,0.0,1.0,4.0,5.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,No,0.66,0.7,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,4.0,4.0,7.0,0.0,8.0,0.0,3.0,8.0,No,0.62,0.62,0.0,No,No,No,1.0,6.0,14.0,26.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,No,0.79,0.73,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,No,0.99,0.98,0.0,No,No,No,2.0,5.0,7.0,9.0,Yes,No
No,4.0,6.0,8.0,0.0,8.0,0.0,0.0,0.0,No,0.0,0.0,1.0,No,Yes,No,1.0,3.0,4.0,7.0,Yes,No
No,0.0,0.0,1.0,0.0,8.0,0.0,4.0,8.0,No,0.99,0.99,0.0,No,Yes,No,0.0,1.0,3.0,6.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,1.0,16.0,32.0,30.0,2.0,0.0,2.0,200.0,No,0.36,0.62,0.0,No,No,No,10.0,11.0,38.0,39.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,4.0,25.0,No,0.88,0.86,0.0,No,No,No,1.0,4.0,10.0,18.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,No,0.54,0.53,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,50.0,95.0,131.0,17.0,2.0,0.0,0.0,77.0,No,0.74,0.55,0.0,No,No,No,0.0,44.0,97.0,133.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,47.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,80.0,No,0.75,0.82,0.0,No,No,No,2.0,6.0,10.0,38.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,97.0,No,0.38,0.24,0.0,No,No,No,0.0,0.0,0.0,9.0,Yes,No
No,0.0,48.0,96.0,43.0,8.0,0.0,23.0,56.0,No,0.57,0.61,0.0,No,Yes,No,20.0,74.0,137.0,218.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,105.0,No,0.84,0.79,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,0.9,0.88,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,78.0,211.0,315.0,11.0,2.0,0.0,26.0,105.0,No,0.67,0.66,0.0,No,No,No,37.0,114.0,248.0,391.0,Yes,No
No,4.0,10.0,18.0,0.0,4.0,0.0,0.0,8.0,No,0.83,0.96,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,10.0,18.0,1.0,8.0,0.0,0.0,20.0,No,0.98,0.97,0.0,No,No,No,3.0,15.0,28.0,33.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,No,0.8,0.78,0.0,No,No,No,0.0,6.0,40.0,63.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,31.0,No,0.68,0.64,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,2.0,4.0,7.0,0.0,8.0,0.0,0.0,3.0,No,0.52,0.75,0.0,No,No,No,0.0,2.0,2.0,5.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,No,0.64,0.68,0.0,No,No,No,1.0,4.0,8.0,10.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,No,0.98,0.99,0.0,No,No,No,0.0,0.0,0.0,2.0,Yes,No
No,1.0,5.0,7.0,0.0,9.0,0.0,1.0,7.0,No,0.69,0.61,0.0,No,No,No,2.0,4.0,9.0,14.0,Yes,No
No,33.0,33.0,33.0,0.0,12.0,4.0,0.0,-4.0,No,0.68,0.69,0.0,No,No,No,0.0,9.0,16.0,30.0,Yes,No
No,20.0,30.0,50.0,0.0,8.0,0.0,6.0,16.0,No,0.97,0.99,0.0,No,Yes,No,5.0,16.0,32.0,61.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,195.0,No,0.0,0.0,0.0,No,No,No,2.0,9.0,30.0,47.0,Yes,No
No,4.0,7.0,10.0,0.0,10.0,0.0,0.0,3.0,No,0.9,0.89,0.0,No,No,No,0.0,2.0,6.0,9.0,Yes,No
Yes,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,No,0.4,0.5,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,10.0,10.0,10.0,0.0,2.0,0.0,0.0,12.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,No,0.96,0.95,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,No,0.9,0.89,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1816.0,No,0.11,0.12,0.0,No,No,No,1.0,4.0,6.0,6.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,No,0.66,0.68,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,150.0,255.0,360.0,34.0,8.0,0.0,41.0,98.0,No,0.78,0.76,0.0,No,No,No,59.0,152.0,299.0,447.0,Yes,No
Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,No,0.0,0.0,0.0,No,Yes,No,0.0,0.0,0.0,1.0,No,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,No,0.91,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,14.0,26.0,42.0,0.0,8.0,0.0,4.0,10.0,No,0.99,0.99,0.0,No,No,No,1.0,13.0,37.0,56.0,Yes,No
No,22.0,40.0,58.0,0.0,8.0,0.0,11.0,25.0,No,0.66,0.79,0.0,No,No,No,6.0,19.0,39.0,59.0,Yes,No
No,10.0,10.0,10.0,0.0,2.0,0.0,0.0,0.0,No,0.81,0.82,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,No,0.98,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,800.0,1200.0,1800.0,0.0,8.0,10.0,225.0,200.0,No,0.21,0.06,0.0,No,No,No,71.0,315.0,867.0,1364.0,Yes,No
No,31.0,73.0,115.0,41.0,8.0,0.0,52.0,44.0,No,0.85,0.96,4.0,No,No,No,8.0,50.0,85.0,162.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,No,0.99,0.99,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,No,0.78,0.8,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,0.95,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,40.0,40.0,80.0,0.0,8.0,0.0,15.0,64.0,No,0.81,0.96,0.0,No,Yes,No,7.0,27.0,49.0,81.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,29.0,No,0.87,0.82,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,8783.0,No,0.77,0.82,0.0,No,No,No,0.0,0.0,1.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,No,0.36,0.42,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,No,0.66,0.68,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,No,0.6,0.58,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,9.0,0.0,0.0,26.0,No,0.84,0.86,0.0,No,No,No,0.0,0.0,1.0,1.0,No,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,No,0.77,0.95,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,60.0,120.0,120.0,1.0,4.0,0.0,25.0,61.0,No,0.99,1.0,0.0,No,No,No,15.0,45.0,89.0,122.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47.0,No,0.0,0.0,0.0,No,No,No,1.0,1.0,3.0,3.0,Yes,No
No,4.0,8.0,14.0,3.0,2.0,0.0,1.0,2.0,No,0.86,0.83,0.0,No,No,No,2.0,5.0,11.0,14.0,Yes,No
No,0.0,0.0,0.0,1.0,,0.0,19.0,63.0,No,-99.0,-99.0,0.0,No,Yes,No,9.0,31.0,62.0,92.0,No,No
No,38.0,95.0,171.0,3.0,8.0,0.0,27.0,99.0,No,0.76,0.74,0.0,No,No,No,17.0,63.0,130.0,210.0,Yes,No
No,72.0,144.0,216.0,17.0,2.0,0.0,33.0,15.0,No,0.99,0.99,0.0,No,No,No,12.0,53.0,125.0,161.0,Yes,No
No,4.0,6.0,8.0,0.0,12.0,0.0,0.0,0.0,No,0.78,0.78,0.0,No,Yes,No,0.0,2.0,6.0,8.0,Yes,No
No,14.0,18.0,18.0,0.0,2.0,0.0,0.0,0.0,No,0.62,0.61,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,No,0.76,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,No,1.0,1.0,0.0,No,Yes,No,0.0,0.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,59.0,No,0.99,0.98,0.0,No,Yes,No,0.0,0.0,0.0,1.0,Yes,No
No,35.0,101.0,172.0,50.0,8.0,0.0,56.0,44.0,No,0.93,0.97,0.0,No,No,No,7.0,67.0,173.0,239.0,Yes,No
No,176.0,176.0,176.0,0.0,8.0,0.0,14.0,43.0,No,0.58,0.72,0.0,No,Yes,No,3.0,18.0,39.0,62.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,No,1.0,1.0,0.0,No,Yes,No,1.0,2.0,3.0,4.0,No,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,37.0,No,0.95,0.97,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,200.0,200.0,200.0,28.0,17.0,0.0,159.0,297.0,No,0.38,0.44,0.0,No,No,No,37.0,118.0,254.0,413.0,Yes,No
No,118.0,267.0,421.0,31.0,8.0,0.0,85.0,149.0,No,0.77,0.76,0.0,No,No,No,55.0,163.0,314.0,448.0,Yes,No
No,5.0,9.0,11.0,7.0,8.0,0.0,0.0,5.0,No,0.56,0.85,0.0,No,No,No,2.0,8.0,14.0,21.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,48.0,No,0.94,0.97,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,80.0,165.0,225.0,79.0,2.0,0.0,34.0,139.0,No,0.91,0.84,0.0,No,No,No,21.0,73.0,171.0,265.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,No,0.64,0.85,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,24.0,24.0,48.0,0.0,8.0,0.0,0.0,21.0,No,0.67,0.59,0.0,No,No,No,6.0,16.0,43.0,61.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,No,0.33,0.17,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,No,0.46,0.56,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,324.0,648.0,1008.0,94.0,2.0,2.0,83.0,197.0,No,0.71,0.83,0.0,No,Yes,No,140.0,374.0,618.0,859.0,Yes,No
No,10.0,20.0,20.0,0.0,8.0,0.0,0.0,8.0,No,0.08,0.09,0.0,No,No,No,0.0,4.0,10.0,16.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2947.0,No,1.0,1.0,0.0,No,Yes,No,0.0,6.0,7.0,8.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,36.0,No,0.93,0.98,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,4.0,99.0,No,0.99,1.0,0.0,No,No,No,1.0,9.0,35.0,69.0,Yes,No
No,22.0,43.0,73.0,9.0,8.0,0.0,11.0,37.0,No,0.8,0.81,0.0,No,No,No,10.0,30.0,89.0,136.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,2.0,27.0,No,0.82,0.84,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11567.0,No,0.92,0.88,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,52.0,No,0.97,0.98,0.0,No,No,No,5.0,18.0,36.0,46.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,No,0.66,0.7,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,139.0,248.0,466.0,0.0,8.0,0.0,58.0,164.0,No,0.97,0.98,0.0,No,No,No,41.0,129.0,269.0,391.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,14.0,No,0.68,0.69,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,24.0,47.0,70.0,0.0,8.0,0.0,0.0,12.0,No,0.97,0.98,0.0,No,No,No,8.0,25.0,47.0,69.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,No,0.97,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,18.0,No,0.0,0.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,340.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,No,No
No,0.0,0.0,0.0,0.0,,0.0,2.0,54.0,No,-99.0,-99.0,0.0,No,No,No,0.0,2.0,2.0,6.0,Yes,No
No,288.0,432.0,648.0,24.0,8.0,0.0,100.0,109.0,No,0.98,0.96,0.0,No,No,No,79.0,254.0,428.0,612.0,Yes,No
No,0.0,0.0,0.0,49.0,2.0,3.0,115.0,1862.0,No,0.99,0.99,0.0,No,Yes,No,115.0,286.0,616.0,1010.0,Yes,No
No,550.0,1174.0,1720.0,82.0,2.0,0.0,141.0,276.0,No,0.99,0.99,0.0,No,No,No,147.0,544.0,1053.0,1461.0,Yes,No
No,56.0,112.0,168.0,5.0,8.0,0.0,27.0,56.0,No,0.32,0.33,0.0,No,No,No,15.0,56.0,125.0,177.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,16.0,No,0.84,0.86,0.0,No,No,No,3.0,9.0,13.0,17.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,1.0,29.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,12.0,No,0.03,0.13,0.0,No,No,No,0.0,0.0,1.0,2.0,Yes,No
No,0.0,0.0,8.0,0.0,9.0,0.0,0.0,18.0,No,0.84,0.92,0.0,No,No,No,1.0,11.0,18.0,24.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,15.0,133.0,No,0.99,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,4.0,8.0,0.0,8.0,0.0,0.0,10.0,No,0.74,0.78,0.0,No,No,No,1.0,2.0,6.0,15.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,No,0.0,0.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,11.0,31.0,54.0,0.0,2.0,0.0,0.0,11.0,No,0.97,0.98,0.0,No,No,No,2.0,10.0,26.0,31.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.79,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,93.0,No,0.77,0.91,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,71.0,97.0,133.0,1.0,9.0,0.0,31.0,56.0,No,0.98,0.99,0.0,No,No,No,15.0,57.0,111.0,171.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,No,-99.0,-99.0,0.0,No,No,No,0.0,1.0,2.0,4.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,39.0,No,0.96,0.96,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,16.0,40.0,40.0,0.0,2.0,0.0,1.0,55.0,No,0.98,0.98,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,No,0.35,0.46,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,30.0,55.0,85.0,3.0,2.0,0.0,20.0,34.0,No,0.62,0.79,0.0,No,No,No,11.0,38.0,100.0,133.0,Yes,No
No,21.0,61.0,98.0,14.0,4.0,0.0,36.0,132.0,No,0.72,0.63,0.0,No,No,No,19.0,45.0,105.0,167.0,Yes,No
No,2.0,2.0,3.0,0.0,12.0,0.0,0.0,1.0,No,0.79,0.73,1.0,No,No,No,0.0,0.0,2.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,31.0,No,0.72,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,No,0.49,0.46,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,No,0.69,0.83,0.0,No,No,No,0.0,0.0,0.0,10.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,No,0.66,0.68,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,188.0,No,0.87,0.93,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,No,0.36,0.42,0.0,No,No,No,0.0,3.0,7.0,14.0,Yes,No
No,0.0,0.0,0.0,3.0,8.0,0.0,4.0,949.0,No,0.96,0.98,0.0,No,No,No,3.0,29.0,74.0,118.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,14.0,No,0.94,0.88,0.0,No,No,No,0.0,4.0,7.0,9.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,19.0,No,0.83,0.96,0.0,No,Yes,No,0.0,4.0,5.0,10.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,No,0.68,0.69,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,22.0,No,0.65,0.34,0.0,No,No,No,3.0,8.0,14.0,16.0,Yes,No
No,1026.0,1782.0,2430.0,13.0,9.0,0.0,127.0,308.0,No,0.84,0.84,0.0,No,No,No,220.0,458.0,727.0,1289.0,Yes,No
Yes,4.0,4.0,4.0,0.0,2.0,0.0,1.0,11.0,No,0.86,0.83,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,No,0.9,0.89,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,68.0,102.0,0.0,8.0,0.0,8.0,58.0,No,0.7,0.71,0.0,No,No,No,13.0,28.0,60.0,123.0,Yes,No
No,254.0,538.0,818.0,77.0,8.0,0.0,109.0,120.0,No,0.95,0.95,0.0,No,No,No,144.0,355.0,631.0,887.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.0,No,0.96,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,15.0,30.0,45.0,0.0,8.0,0.0,1.0,26.0,No,0.85,0.81,0.0,No,No,No,2.0,13.0,26.0,56.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.0,No,0.97,0.97,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,1.0,42.0,No,0.85,0.81,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,No,0.64,0.68,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,119.0,No,0.64,0.68,0.0,No,No,No,7.0,11.0,31.0,72.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,No,0.9,0.92,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,4.0,1096.0,No,0.95,1.0,0.0,No,No,No,0.0,28.0,46.0,55.0,Yes,No
No,0.0,320.0,320.0,24.0,10.0,0.0,74.0,320.0,No,0.86,0.84,0.0,No,No,No,56.0,182.0,451.0,606.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,No,0.56,0.56,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,30.0,30.0,30.0,0.0,12.0,0.0,1.0,0.0,No,0.58,0.58,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,3.0,No,0.97,0.96,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,No,0.83,0.8,0.0,No,No,No,0.0,1.0,3.0,5.0,Yes,No
No,30.0,90.0,120.0,35.0,8.0,0.0,66.0,121.0,No,0.32,0.33,0.0,No,No,No,23.0,58.0,138.0,236.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,No,0.74,0.74,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,6.0,42.0,108.0,4.0,2.0,0.0,20.0,56.0,No,0.97,0.96,0.0,No,No,No,8.0,43.0,102.0,120.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,4.0,65.0,No,0.98,0.99,0.0,No,No,No,3.0,4.0,7.0,9.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,No,0.99,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,5.0,No,0.76,0.63,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,No,0.9,0.89,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
No,18.0,48.0,88.0,1.0,8.0,0.0,41.0,59.0,No,0.98,0.96,0.0,No,No,No,7.0,28.0,65.0,108.0,Yes,No
No,357.0,723.0,1113.0,63.0,2.0,0.0,110.0,221.0,No,0.98,1.0,0.0,No,No,No,113.0,403.0,810.0,1171.0,Yes,No
No,0.0,20.0,30.0,0.0,4.0,0.0,3.0,22.0,No,0.91,0.86,0.0,No,No,No,7.0,23.0,49.0,73.0,Yes,No
No,0.0,1.0,1.0,0.0,8.0,0.0,1.0,2.0,No,0.98,0.98,0.0,No,No,No,0.0,0.0,1.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,2.0,2.0,Yes,No
No,120.0,120.0,120.0,0.0,8.0,0.0,0.0,2.0,No,0.98,1.0,0.0,No,No,No,2.0,3.0,5.0,9.0,Yes,No
No,14.0,23.0,38.0,6.0,8.0,0.0,3.0,2.0,No,0.96,0.96,2.0,No,No,No,1.0,12.0,27.0,41.0,Yes,No
